"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"7806WNDPND472EA","INDEPENDENCE OILFIELD CHEMICALS LLC PLEASANTON TX (INNOSPEC INC)","472 EAGLEFORD DR., PLEASANTON,TX 78064","Xylene (mixed isomers)","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","900.00","900.00","0%","Source Reduction: Ethyl Benzene is present in xylene in a range of various concentrations.  Supply chain quality best management practices require that the quality of xylene purchased be the lowest possible ethyl benzene content to reduce ethyl benzene emissions.  Source reduction activities were implemented to reduce ethyl benzene emissions by purchasing higher purity of raw materials.Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"73143BCHMN2220S","BACHMAN SERVICES INC AN INNOSPEC CO (NA)","2220 S PROSPECT AVE, OKLAHOMA CITY,OK 73129","Carbon disulfide","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"73143BCHMN2220S","BACHMAN SERVICES INC AN INNOSPEC CO (NA)","2220 S PROSPECT AVE, OKLAHOMA CITY,OK 73129","Ethylene glycol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"73143BCHMN2220S","BACHMAN SERVICES INC AN INNOSPEC CO (NA)","2220 S PROSPECT AVE, OKLAHOMA CITY,OK 73129","Toluene","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"73143BCHMN2220S","BACHMAN SERVICES INC AN INNOSPEC CO (NA)","2220 S PROSPECT AVE, OKLAHOMA CITY,OK 73129","Xylene (mixed isomers)","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"77506BYPRT223NB","MACDERMID (ELEMENT SOLUTIONS INC.)","223 N BROCKMAN, PASADENA,TX 77506","Ethylene glycol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"91710SHLDP5165G","PLAZE INC DBA SHIELD PACKAGING OF CALIFORNIA (PLZ AEROSCIENCE CORP)","5165 G ST, CHINO,CA 91710","n-Hexane","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","500.00","500.00","0%","Other Environmental Practices: Recycling - ANY OFF SPECIFICATION,FINISHED PRODUCT IS TAKEN AWAY FOR USE IN A FUELS PROGRAM BY OUR CONTRACTED HAZWASTE COMPANY",""
"7970WNDPND851WI","INDEPENDENCE OILFIELD CHEMICALS MIDLAND TX (INNOSPEC INC)","8501 W INTERSTATE 20, MIDLAND,TX 79706","Xylene (mixed isomers)","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","325.00","325.00","0%","Source Reduction: Ethyl Benzene is present in xylene in a range of various concentrations.  Supply chain quality best management practices require that the quality of xylene purchased be the lowest possible ethyl benzene content to reduce ethyl benzene emissions.  Source reduction activities were implemented to reduce ethyl benzene emissions by purchasing higher purity of raw materials.Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"77380SGMGN9186S","SIGMA LIFE SCIENCES (EMD HOLDING CORP)","9186 SIX PINES, SUITE 100, THE WOODLANDS,TX 77380","N,N-Dimethylformamide","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","255.00","255.00","0%","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis",""
"77380SGMGN9186S","SIGMA LIFE SCIENCES (EMD HOLDING CORP)","9186 SIX PINES, SUITE 100, THE WOODLANDS,TX 77380","Dichloromethane","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","255.00","255.00","0%","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis",""
"7806WNDPND472EA","INDEPENDENCE OILFIELD CHEMICALS LLC PLEASANTON TX (INNOSPEC INC)","472 EAGLEFORD DR., PLEASANTON,TX 78064","Ethylene glycol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"7806WNDPND472EA","INDEPENDENCE OILFIELD CHEMICALS LLC PLEASANTON TX (INNOSPEC INC)","472 EAGLEFORD DR., PLEASANTON,TX 78064","Ethylbenzene","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Source Reduction: Source reduction activities were implemented to reduce ethyl benzene emissions by purchasing higher purity of raw materials.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental, Safety and Health Aspects, Impacts and Improved Pollution Control Plans.",""
"7970WNDPND851WI","INDEPENDENCE OILFIELD CHEMICALS MIDLAND TX (INNOSPEC INC)","8501 W INTERSTATE 20, MIDLAND,TX 79706","Ethylbenzene","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: Ethyl Benzene is present in xylene in a range of various concentrations.  Supply chain quality best management practices require that the quality of xylene purchased be the lowest possible ethyl benzene content to reduce ethyl benzene emissions.  Source reduction activities were implemented to reduce ethyl benzene emissions by purchasing higher purity of raw materials.Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"7970WNDPND851WI","INDEPENDENCE OILFIELD CHEMICALS MIDLAND TX (INNOSPEC INC)","8501 W INTERSTATE 20, MIDLAND,TX 79706","Ethylene glycol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"7970WNDPND851WI","INDEPENDENCE OILFIELD CHEMICALS MIDLAND TX (INNOSPEC INC)","8501 W INTERSTATE 20, MIDLAND,TX 79706","Toluene","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: Methods for Identifying Pollution Prevention Opportunities - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Toluene is a new chemical added to the manufacturing process in limited quantities.Toluene processed as a formulation component in batch trials as a substitute solvent for xylene to reduce ethyl benzene emissions.Other Environmental Practices: General Environmental Management - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.Source Reduction: Ways P2 Was Incorporated in Original Process Design - Best Management Practices through Environmental Safety and Health Aspects, Impacts and Pollution Prevention Programs.",""
"77506BYPRT223NB","MACDERMID (ELEMENT SOLUTIONS INC.)","223 N BROCKMAN, PASADENA,TX 77506","Certain glycol ethers","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","10.00","10.00","0%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures",""
"06801VNDRB31TAY","VANDERBILT CHEMICALS LLC (RT VANDERBILT HOLDING CO INC)","31 TAYLOR AVE, BETHEL,CT 06801","Polycyclic aromatic compounds","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing",".003",".003","0%","Source Reduction: Source Reduction - Decreased usage of Fuel Oil Boiler and increased usage of Natural Gas Boiler.Other Environmental Practices: Refit Fuel Oil Boiler to Natural Gas.  Went on-line in May 2021.",""
"08088CLNLC78CAR","COLONIAL CHEMICAL CO (ESS GROUP INC)","78 CARRANZA RD, TABERNACLE,NJ 08088","Ethylene glycol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","0","0","0%","Source Reduction: W39: Other spill or leak prevention[-50-99%]Source Reduction: W68: Improved rinse equipment operation[-50-99%]  Source Reduction: Source Reduction - Residue collection to prevent loss.Other Environmental Practices: Recycling - Reusing collected residues.",""
"97124HKMRC4600N","TOKYO OHKA KOGYO AMERICA INC (NA)","4600 NW BROOKWOOD PKWY, HILLSBORO,OR 97124","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","0","0","0%","Other Environmental Practices: Recycling - This process is part of a reactant process and there are no other reactants chemicals that perform this process.",""
"01453CMCMN165PI","HIGHLINE WARREN LLC (HIGHLINE WARREN LLC)","165 PIONEER DR, LEOMINSTER,MA 01453","Methanol","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","3,426.00","3,453.00",".79%","Source Reduction: W42: Substituted raw materials[-0-4%] - Using methanol free denatured ethanol in the process",""
"06516NTHNN350FR","MACDERMID ENTHONE INC (ELEMENT SOLUTIONS INC)","350 FRONTAGE RD, WEST HAVEN,CT 06516","Lead compounds","325998: All Other Miscellaneous Chemical Product and Preparation Manufacturing","90.00","96.00","6.67%","Other Environmental Practices: Waste Treatment - IMPROVED THE EFFICIENCY OF WASTEWATER TREATMENT OPERATIONS.Other Environmental Practices: IMPROVED THE EFFICIENCY OF WASTEWATER TREATMENT OPERATIONS.",""
