OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-22684-ORDEQ,North Wasco Landfill MW-3,Well,LANDFILL,17070105,,,,,45.5601330000,-121.1367190000,,,,Unknown,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-22685-ORDEQ,North Wasco Landfill MW-2,Well,LANDFILL,17070105,,,,,45.5637560000,-121.1381530000,,,,Unknown,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-22691-ORDEQ,North Wasco Landfill MW-6,Well,LANDFILL,17070105,,,,,45.5658610000,-121.1412720000,,,,Unknown,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-23074-ORDEQ,"Wagner Creek at mouth (Bear, Rogue)",River/Stream,,17100308,,,,,42.2477242300,-122.7791215000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-23172-ORDEQ,Woodburn Landfill L-18,Well,,17090009,,,,,45.1811110000,-122.8691600000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-23173-ORDEQ,Woodburn Landfill L-19,Well,,17090009,,,,,45.1794440000,-122.8611110000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-24171-ORDEQ,Brown's Island Landfill Monitoring Well MW-17,Well,,17090007,,,,,44.9261000000,-123.0806000000,,,,Unknown,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-24548-ORDEQ,North Wasco Landfill MW-7,Well,Landfill monitoring well.,17070105,,,,,45.5674700000,-121.1375500000,,,,Unknown,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-25204-ORDEQ,Threemile Creek at Hwy 197,River/Stream,,17070105,,,,,45.5964405300,-121.1346681000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-25270-ORDEQ,"Amazon Creek, tributary to Long Tom River, at High Pass Road",River/Stream,,17090003,,,,,44.2151370200,-123.2503039000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-25624-ORDEQ,Amazon Creek at 29th Street Gaging Station,River/Stream,,17090003,,,,,44.0261741700,-123.0830019000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-25861-ORDEQ,Georgia Pacific (Fort James) Wauna Mill Landfill Well C-2,Well,,17080003,,,,,46.1608400000,-123.4235300000,,,,Unknown,NAD83,,,,,,,US,41,007,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-25862-ORDEQ,Georgia Pacific (Fort James) Wauna Mill Landfill Well C-3,Well,Landfill monitoring well.,17080003,,,,,46.1618400000,-123.4252600000,,,,Unknown,NAD83,,,,,,,US,41,007,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-26327-ORDEQ,"Foothill Landfill, MW-1",Well,Landfill,17050117,,,,,44.0322900000,-117.0640400000,,,,Unknown,NAD83,,,,,,,US,41,045,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-26328-ORDEQ,"Foothill Landfill, 757 Foothill Road (Well # 11)",Well,landfill,17050117,,,,,44.0298400000,-117.0638000000,,,,Unknown,NAD83,,,,,,,US,41,045,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-26329-ORDEQ,"Foothill Landfill, MW-2 (former Site Supply Well)",Well,landfill,17050117,,,,,44.0322800000,-117.0642400000,,,,Unknown,NAD83,,,,,,,US,41,045,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-27986-ORDEQ,Willamette R MF above Hills CR at USGS Gage 14144800,River/Stream,,17090001,,,,,43.5969367200,-122.4566527000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-28574-ORDEQ,"Mill Creek at 2nd Street, The Dalles",River/Stream,,17070105,,,,,45.6043013300,-121.1887384000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-28575-ORDEQ,Mill Creek at Wright Road,River/Stream,,17070105,,,,,45.5937039500,-121.2093430000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-28961-ORDEQ,"Mill Creek at Front Street NE, Salem (tributary to Willamette River at River Mile 84)",River/Stream,,17090007,,,,,44.9507070100,-123.0370983000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-29044-ORDEQ,"Willamette River at Greenway bike bridge, Eugene",River/Stream,,17090003,,,,,44.0674000000,-123.1119000000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-29378-ORDEQ,"Hillsboro Landfill, MW-11",Well,,17090010,,,,,45.4910500000,-122.9805800000,,,,Unknown,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-30891-ORDEQ,"North Wasco Landfill, MW-8",Well,,17070105,,,,,45.5586700000,-121.1368100000,,,,Unknown,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-31545-ORDEQ,Willamette River at Hebb Park Boat Ramp,River/Stream,,17090007,,,,,45.2977606000,-122.6844335000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32007-ORDEQ,Walla Walla River at Grove School Bridge,River/Stream,,17070102,,,,,45.9214536000,-118.3741466000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,059,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32010-ORDEQ,West Prong Little Walla Walla River south of Stateline Road,River/Stream,,17070102,,,,,46.0003353700,-118.4353031000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,059,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32012-ORDEQ,Little Walla Walla River at The Frog,River/Stream,,17070102,,,,,45.9450026000,-118.3937629000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,059,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32066-ORDEQ,Sieben Creek at Hwy 212 (Clackamas),River/Stream,,17090011,,,,,45.4102300000,-122.5220800000,,,,Unknown,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32068-ORDEQ,"Noyer Creek at Hwy 212, St. Paul Lutheran Church (North Fork, Deep Creek, Clackamas)",River/Stream,,17090011,,,,,45.4179332300,-122.4094965000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-32464-ORDEQ,West Fork Neal Creek below EFID main canal,River/Stream,,17070105,,,,,45.5862465300,-121.5255164000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,027,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-33083-ORDEQ,Little Walla Walla River Mid West Prong,River/Stream,,17070102,,,,,45.9744113200,-118.4171588000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,059,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-33084-ORDEQ,"Little Walla Walla River, west branch/Crocket",River/Stream,,17070102,,,,,45.9699494800,-118.4106161000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,059,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-33638-ORDEQ,Champoeg Creek near mouth at Champoeg State Park (Willamette),River/Stream,Willamette RiverKeepers Volunteer Monitoring Location,17090007,,,,,45.2506385300,-122.8808348000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-34232-ORDEQ,West Fork Palmer at Webfoot Road Bridge,River/Stream,,17090008,,,,,45.2118775200,-123.0853928000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-34234-ORDEQ,Lower Cozine Creek at Davis Street Bridge,River/Stream,,17090008,,,,,45.2049251400,-123.1952747000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-34235-ORDEQ,Middle Cozine at Old Sheridan Road,River/Stream,,17090008,,,,,45.1948322000,-123.2133100000,,,,Unknown,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-34335-ORDEQ,Agate Beach Landfill PZ-5a,Well,,17100204,,,,,44.6993400000,-124.0564700000,,,,Unknown,NAD83,,,,,,,US,41,041,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-34797-ORDEQ,"Mud Springs at upstream side of bridge at Gateway, OR",River/Stream,,17070307,,,,,44.7753271000,-121.0820714000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,031,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-35226-ORDEQ,Campbell Creek at Hwy. 26,River/Stream,,17070306,,,,,44.7182000000,-121.1734000000,,,,Unknown,NAD83,,,,,,,US,41,031,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36179-ORDEQ,Fifteenmile Creek Above Seufert Falls (AKA Cushing Falls),River/Stream,,17070105,,,,,45.6119691800,-121.1176029000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,065,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36389-ORDEQ,Amazon Creek at Beltline Road,River/Stream,,17090003,,,,,44.0496794900,-123.1730942000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36390-ORDEQ,Amazon Creek at Bond Road,River/Stream,,17090003,,,,,44.1231674000,-123.2360691000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36391-ORDEQ,A1 Channel at Awbrey Lane,River/Stream,,17090003,,,,,44.1277315300,-123.1907543000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36441-ORDEQ,Lone Pine Creek downstream of Thrasher Road Medford LP 5 (Bear Creek Rogue),River/Stream,,17100308,,,,,42.3425976500,-122.8296301000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-36875-ORDEQ,Luckiamute River at Buena Vista Road,River/Stream,,17090003,,,,,44.7303860100,-123.1625526000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,053,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-37248-ORDEQ,Lake Cr at Hwy 34 nr Tangent,River/Stream,Santiam Calapooia WQM site Lake Cr Lower,17090003,,,,,44.5609570800,-123.1348746000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,043,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-37271-ORDEQ,Agate Beach Landfill MW-3R,Well,,17100204,,,,,44.6982300000,-124.0593100000,,,,Unknown,NAD83,,,,,,,US,41,041,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-37635-ORDEQ,Campbell Creek at Mouth (below Pelton Dam Road),River/Stream,,17070306,,,,,44.7136003300,-121.2277902000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,031,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-37639-ORDEQ,West Fork Palmer Creek at SE Palmer Creek Road,River/Stream,,17090008,,,,,45.1822771300,-123.0911784000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-37640-ORDEQ,West Fork Palmer at SE Lafayette Hwy,River/Stream,,17090008,,,,,45.1695054300,-123.1079000000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,071,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-38280-ORDEQ,Jackson Creek at Bramson,River/Stream,,17100308,,,,,42.3820456700,-122.9345216000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-38586-ORDEQ,Willamette R at west bank stormwater outfall Maurie Jacobs Park Eugene,River/Stream,,17090003,,,,,44.0670610000,-123.1123580000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,039,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-38826-ORDEQ,Deep Creek on the corner of Crane and Gold Rd,River/Stream,,17090011,,,,,45.3498906100,-122.2992424200,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-38827-ORDEQ,Culver Drain at Crooked River Campground,River/Stream,,17070305,,,,,44.5428996900,-121.2583407300,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,031,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-38829-ORDEQ,"Payne Creek at Fern Valley Rd, W of Marigold Ln",River/Stream,,17100308,,,,,42.2816006000,-122.8000782300,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-40014-ORDEQ,Willamette River at Cathedral Park,River/Stream,,17090012,,,,,45.5873908300,-122.7641378700,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,051,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-40191-ORDEQ,Rock Creek US Trillium Creek DS of Hwy 212,River/Stream,,17090011,,,,,45.4090336200,-122.5074839800,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-40773-ORDEQ,Culver Drain at Pond Catchment Basin,River/Stream,,17070305,,,,,44.5436000000,-121.2498000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,031,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41005-ORDEQ,Lone Pine Creek near Lawnsdale Rd between Biddle and Terminal Spur Rds,River/Stream,,17100308,,,,,42.3647890000,-122.8735050000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,029,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41006-ORDEQ,Mill Creek at Hazelnut Rd,River/Stream,,17090009,,,,,45.1549215800,-122.8442554900,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41007-ORDEQ,Zollner Creek near Kaiser Lane,River/Stream,,17090009,,,,,45.0779339800,-122.7763634200,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41021-ORDEQ,Georgia Pacific (Fort James) Wauna Mill Landfill Well TW-2,Well,,17080003,,,,,46.1662584000,-123.4198468200,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,007,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41022-ORDEQ,"Finley Butte Landfill, Cell 4/7 LDS",Leachate-SamplePoint,,17070101,,,,,45.6868026900,-119.5931405600,,,,GPS-Unspecified,NAD83,,,,,,,US,41,049,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41032-ORDEQ,Hillsboro Landfill MW-9R,Well,,17090010,,,,,45.4963923300,-122.9788993100,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41033-ORDEQ,Hillsboro Landfill SW-3,River/Stream,,17090010,,,,,45.4911185800,-122.9819573000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41034-ORDEQ,Hillsboro Landfill Primary Leachate 5CP,Leachate-SamplePoint,,17090010,,,,,45.4905248000,-122.9793759100,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,067,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41036-ORDEQ,Clackamas River near Gladstone,River/Stream,,17090011,,,,,45.3802100000,-122.5797400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,005,,,,,,,,,STORET
OREGONDEQ,State of Oregon Dept. of Environmental Quality,OREGONDEQ-41039-ORDEQ,Woodburn Landfill Well L-12R,Well,,17090009,,,,,45.1784299900,-122.8614042000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,41,047,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-350,350,Other-Ground Water,Sub-Drain,17110016,,,,,47.0035764927,-122.9033826570,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,97.57,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-356,356,River/Stream,Water Treatment Lagoon Influent,17110016,,,,,47.0030098000,-122.9033356000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-357,CO-6,Gallery,Clean Out,17110016,,,,,47.0022062610,-122.9072877480,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,109.65,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-358,CO-4,Gallery,Clean Out,17110016,,,,,47.0026430562,-122.9072049890,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,108.62,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-359,CO-1,Gallery,Clean Out,17110016,,,,,47.0032685314,-122.9071771630,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,108.28,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-360,360,River/Stream,Water Treatment Lagoon Influent,17110016,,,,,47.0035299835,-122.9033898080,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,98.75,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-361,361,River/Stream,Water Treatment Lagoon Effluent,17110016,,,,,47.0038261000,-122.9033356000,,,,Interpolation-Photo,WGS84,93.74,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-364,364,River/Stream,Water Treatment Lagoon Effluent,17110016,,,,,47.0082776929,-122.9045943100,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,87.14,ft,,,Other,NAVD88,US,53,067,,,,,,,,,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-100,MW-100,Well,Monitoring Well,17110016,,,,,46.9994429648,-122.9173411770,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,177.97,ft,,,Other,NAVD88,US,53,067,,,,,,,30,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-101A,MW-101A,Well,Monitoring Well,17110016,,,,,47.0005366240,-122.9141735040,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,176.633,ft,,,Other,NAVD88,US,53,067,,,,,,,75,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-101B,MW-101B,Well,Monitoring Well,17110016,,,,,47.0005159969,-122.9141742130,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,176.462,ft,,,Other,NAVD88,US,53,067,,,,,,,35,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-102,MW-102,Well,Monitoring Well,17110016,,,,,47.0012557259,-122.9143711190,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,166.96,ft,,,Other,NAVD88,US,53,067,,,,,,,26.00,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-103,MW-103,Well,Monitoring Well,17110016,,,,,47.0021084790,-122.9139437410,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,163.40,ft,,,Other,NAVD88,US,53,067,,,,,,,21.00,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-104A,MW-104A,Well,Monitoring Well,17110016,,,,,47.0024860425,-122.9081555390,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,170.63,ft,,,Other,NAVD88,US,53,067,,,,,,,129.00,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-104B,MW-104B,Well,Monitoring Well,17110016,,,,,47.0025022833,-122.9081791200,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,170.52,ft,,,Other,NAVD88,US,53,067,,,,,,,75.00,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-107,MW-107,Well,Monitoring Well,17110016,,,,,47.0005337095,-122.9020744370,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,114.7261,ft,,,Other,NAVD88,US,53,067,,,,,,,35,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-109,MW-109,Well,Monitoring Well,17110016,,,,,47.0009203336,-122.9124470930,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,168.8467,ft,,,Other,NAVD88,US,53,067,,,,,,,76,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-110,MW-110,Well,Monitoring Well,17110016,,,,,47.0031211574,-122.9030306940,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,101.973,ft,,,Other,NAVD88,US,53,067,,,,,,,40,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-111,MW-111,Well,Monitoring Well,17110016,,,,,47.0018934520,-122.9114525000,,,,GPS Carrier Phase Kinematic Relative Position,WGS84,165.37,ft,,,Other,NAVD88,US,53,067,,,,,,,40,ft,STORET
PALERMOWELLFIELD_WQX,Palermo Wellfield Superfund Site by Geoengineers Inc.(Volunteer)*,PALERMOWELLFIELD_WQX-MW-200B,MW-200B,Well,Monitoring Well,17110016,,,,,47.0022537000,-122.9123474000,,,,GPS-Unspecified,WGS84,166.8,ft,,,Other,NAVD88,US,53,067,,,,,,,80,ft,STORET
